,buses per person,0.25,0.5,0.75,1,1.25,1.5,1.75,2
suburb random,S_h1_car_time,150.1978261,133.05,151.6681818,138.4695652,145.3456522,140.4533333,148.5069767,151.9630435
,S_h1_bus_time,1253.627273,573.1428571,484.5916667,414.2516129,410.446875,319.2314286,367.3114286,382.4972222
suburb h2,S_h2_car_time,141.95,133.9888889,157.5088889,148.6326087,145.4043478,133.3488889,141.6478261,154.8955556
,S_h2_bus_time,1062.344444,507.7684211,466.3869565,329.0433333,351.9448276,244.5914286,276.7029412,261.5837838
urban random,U_h1_car_time,312.8985348,317.9264925,317.0362264,320.1055556,300.2082707,324.8618868,308.0191176,323.7470149
,U_h1_bus_time,2421.092647,1289.704839,1012.372611,990.0872727,802.4286458,823.9055,783.9084507,748.3183486
urban h2,U_h2_car_time,317.1149254,315.7029963,307.4951673,325.5403704,314.2766667,304.2801471,307.6450758,301.8578947
,U_h2_bus_time,2205.823077,1086.779832,862.7913333,758.416185,725.299435,576.2671569,579.1701923,525.9883721
